State,Quarter,Text
Georgia,Q3,"Each week, we share the best of new audio journalism and storytelling. Audiophiles,"
Georgia,Q3,"In eight states, the estimated number of abortions increased by 60 percent or more as patients crossed state lines seeking care. In eight states, the estimated number of abortions increased by 60 percent or more as patients crossed state lines seeking care."
Georgia,Q3,"The teacher in Georgia was fired for reading to fifth graders “My Shadow Is Purple,” which is about a child who cannot relate to the colors blue and pink. A teacher in an Atlanta suburb has been fired for reading a book to fifth-grade students that explores gender roles and identity through the eyes of a child who describes their shadow as purple, her lawyer said on Friday."
Georgia,Q3,"The death of an underage worker at a chicken plant in Hattiesburg, Miss., has put a spotlight on the rising number of child labor violations across the country. Federal authorities have opened an investigation into a Mississippi chicken plant after a 16-year-old boy died following a workplace accident there, officials said on Tuesday."
Georgia,Q3,"State flags mix aesthetics and nostalgia. Flags flutter over every state capital in the U.S. They bear emblems symbolizing the states they represent: a boldface C for Colorado, a lone star for Texas. They adorn magnets, mugs and T-shirts. They fly at half-staff in mourning."
Georgia,Q3,"About 30 percent of Americans have been addicted to opioids or have a relative who has been, researchers also reported. Roughly three in 10 adults have been addicted to opioids or have a family member who has been, and less than half of those with a substance use disorder have received treatment, according to a new survey conducted by KFF, a health policy research group."
Georgia,Q3,"A new study finds that private equity firms own more than half of all specialists in certain U.S. markets. In recent years, private equity firms have been gobbling up physician practices to form powerful medical groups across the country, according to a new report released Monday."
Georgia,Q3,"The bacteria are found in raw seafood, like oysters, and warm, brackish waters. Climate change may increase the risk of infections from the deadly bacteria farther north. Three people in the New York City area have died in recent weeks and a fourth person was hospitalized after contracting infections from a flesh-eating bacteria that can be caused by eating raw oysters or swimming in saltwater, health officials in New York and Connecticut said."
Georgia,Q3,An overview of the scenarios describing how all 32 teams can advance to the knockout round. An overview of the scenarios describing how all 32 teams can advance to the knockout round.
Georgia,Q3,"So far, 24 states have eliminated sales taxes on period products that have been criticized as discriminatory. On Friday, a bipartisan Texas bill that eliminates sales taxes on menstrual products went into effect, making it the 24th state in the country, as well as District of Columbia, to remove what is colloquially known as the “tampon tax.”"
Georgia,Q3,"Now that the U.S. government has stepped back from issuing vaccines, long-term care operators have yet to start administering shots to protect one of the most vulnerable populations. “Covid is not pretty in a nursing home,” said Deb Wityk, a 70-year-old retired massage therapist who lives in one called Spurgeon Manor, in rural Iowa. She has contracted the disease twice, and is eager to get the newly approved vaccine because she has chronic leukemia, which weakens her immune system."
